lag1,lag2,lag3,lag4,lag5,vol_moy_5j,vol_moy_10j,vol_moy_20j
-0.0007010748377069831,-0.0009889344219118357,-0.0018056522822007537,-0.0001479716447647661,-0.0007143925176933408,-0.0010715117678046227,-0.004554522689431906,-0.0073862820863723755
-0.0032467206474393606,-0.0012177352327853441,-0.0023217094130814075,-0.000682043144479394,-0.0007437107851728797,0.00021579065651167184,-0.0038464609533548355,-0.006771996151655912
-0.00089220330119133,-0.001986623741686344,-0.00014482038386631757,-0.0013924172380939126,-0.0010473892325535417,-0.0006125402287580073,-0.004268640652298927,-0.008001606911420822
-0.0014217633288353682,-0.00036007960443384945,-0.002654147334396839,-3.956330328946933e-05,-0.0011733031133189797,-0.0008143782033585012,-0.004670382011681795,-0.005033356603235006
-0.0003847494372166693,-0.0009092972613871098,-0.0012870115460827947,-0.0015434876549988985,-0.000520017056260258,0.0005901577533222735,-0.004362707957625389,-0.008427761495113373
-0.003026688704267144,-0.0006282732356339693,-0.0016598266083747149,-0.0003118782478850335,-0.0010985350236296654,-0.00020474614575505257,-0.004325362388044596,-0.006308199837803841
-0.006332580931484699,-0.0016976812621578574,-0.0012575307628139853,-0.0010829431703314185,-0.0012132615083828568,0.0007755398983135819,-0.004815190099179745,-0.007713476195931435
-0.0020676443818956614,-0.003932875581085682,-0.0029314288403838873,-0.001984076574444771,-0.0003384609008207917,-0.0005652043037116528,-0.006790937855839729,-0.00831788219511509
-0.0011224609334021807,-0.0011108386097475886,-0.0036325498949736357,-0.00033233899739570916,-0.0007204574067145586,-0.0008400990627706051,-0.0038481245283037424,-0.006693091243505478
-0.004507833626121283,-0.0013866823865100741,-0.0006052367971278727,-0.0015607355162501335,-0.0011681874748319387,-0.000721943739335984,-0.003671127837151289,-0.006221152376383543
-0.003573971102014184,-0.000588434049859643,-0.0009045536862686276,6.323275101749459e-06,-0.001977217383682728,-0.001214758725836873,-0.004058843478560448,-0.0036943203303962946
-0.00221715634688735,-0.00013039348414167762,-0.0026100119575858116,-7.576356892968761e-06,-0.0001822991471271962,0.001438090461306274,-0.005119353998452425,-0.008981793187558651
-0.0034175359178334475,-0.0010157991200685501,-0.0012702893000096083,-0.0012696835910901427,-0.0009273272007703781,-0.00041263457387685776,-0.00509738689288497,-0.006678318604826927
-0.00038083907566033304,-0.002106368774548173,-0.001117672654800117,-0.0015837980899959803,-0.001515234005637467,-0.0014200960285961628,-0.004652130883187056,-0.007051525637507439
0.0012255357578396797,-0.00026525388238951564,-0.0029926339630037546,4.9619666242506355e-05,-0.0005235394346527755,-0.0007369776139967144,-0.0047264667227864265,-0.008064715191721916
-0.0031577511690557003,0.0001410323748132214,-0.0010644105495885015,-0.0007738796412013471,-0.0010350962402299047,-0.00043746564188040793,-0.0026389332488179207,-0.008632204495370388
-0.0034871972166001797,-0.002850934164598584,-0.00047429450205527246,-0.0002033248747466132,-0.00171204237267375,-0.0004969114670529962,-0.004968211520463228,-0.005561938975006342
0.0011135891545563936,-0.0005414353217929602,-0.003630542429164052,-0.0013204372953623533,-0.0010559213114902377,-0.002100619487464428,-0.004257978871464729,-0.005834768991917372
-0.002318417187780142,0.0014248074730858207,-0.0009930325904861093,-0.0010566582204774022,0.00037210178561508656,-0.0024934562388807535,-0.0029483253601938486,-0.006377990823239088
